194,53	1024,00
194,80	-166,43
195,07	-166,43
195,34	-5,43
195,61	-5,43
195,88	4,57
196,15	3,57
196,42	-11,43
196,69	0,57
196,96	11,57
197,23	1,57
197,50	-5,43
197,77	-0,43
198,04	1,57
198,31	-5,43
198,58	3,57
198,85	-1,43
199,12	-2,43
199,39	-12,43
199,66	-0,43
199,93	-6,43
200,20	-3,43
200,47	6,57
200,74	11,57
201,01	7,57
201,28	2,57
201,55	-10,43
201,82	5,57
202,09	9,57
202,36	-3,43
202,63	5,57
202,90	-5,43
203,17	-8,43
203,44	4,57
203,71	6,57
203,98	3,57
204,25	5,57
204,52	-2,43
204,79	-4,43
205,06	-1,43
205,33	1,57
205,60	-9,43
205,86	-0,43
206,13	4,57
206,40	-3,43
206,67	-5,43
206,94	-0,43
207,21	2,57
207,48	3,57
207,75	1,57
208,02	4,57
208,29	4,57
208,56	5,57
208,83	-11,43
209,10	-7,43
209,37	-6,43
209,64	10,57
209,91	-15,43
210,18	-1,43
210,45	-1,43
210,72	-12,43
210,99	-10,43
211,26	-8,43
211,53	-2,43
211,80	-3,43
212,07	1,57
212,33	12,57
212,60	5,57
212,87	10,57
213,14	5,57
213,41	8,57
213,68	4,57
213,95	10,57
214,22	-3,43
214,49	1,57
214,76	8,57
215,03	-1,43
215,30	-7,43
215,57	2,57
215,84	-2,43
216,11	1,57
216,38	-5,43
216,65	-8,43
216,91	-3,43
217,18	6,57
217,45	5,57
217,72	-3,43
217,99	-8,43
218,26	3,57
218,53	19,57
218,80	13,57
219,07	-3,43
219,34	-0,43
219,61	4,57
219,88	10,57
220,15	8,57
220,42	3,57
220,68	4,57
220,95	2,57
221,22	3,57
221,49	-3,43
221,76	-0,43
222,03	-0,43
222,30	-1,43
222,57	18,57
222,84	-5,43
223,11	12,57
223,38	13,57
223,65	-1,43
223,92	2,57
224,18	9,57
224,45	3,57
224,72	-1,43
224,99	-8,43
225,26	6,57
225,53	0,57
225,80	4,57
226,07	-0,43
226,34	-1,43
226,61	-0,43
226,88	4,57
227,14	-2,43
227,41	-15,43
227,68	9,57
227,95	-7,43
228,22	-1,43
228,49	9,57
228,76	6,57
229,03	-3,43
229,30	5,57
229,57	-1,43
229,83	-5,43
230,10	5,57
230,37	-1,43
230,64	12,57
230,91	7,57
231,18	-2,43
231,45	9,57
231,72	0,57
231,99	-19,43
232,25	6,57
232,52	1,57
232,79	7,57
233,06	5,57
233,33	1,57
233,60	-0,43
233,87	-6,43
234,14	3,57
234,41	3,57
234,67	-1,43
234,94	0,57
235,21	-0,43
235,48	5,57
235,75	0,57
236,02	-5,43
236,29	-1,43
236,56	-2,43
236,82	-10,43
237,09	5,57
237,36	-15,43
237,63	4,57
237,90	8,57
238,17	3,57
238,44	1,57
238,71	14,57
238,97	18,57
239,24	11,57
239,51	5,57
239,78	-2,43
240,05	9,57
240,32	-6,43
240,59	14,57
240,86	6,57
241,12	0,57
241,39	6,57
241,66	-5,43
241,93	-2,43
242,20	-5,43
242,47	-0,43
242,74	15,57
243,00	5,57
243,27	2,57
243,54	2,57
243,81	-1,43
244,08	6,57
244,35	7,57
244,62	-10,43
244,88	-15,43
245,15	-15,43
245,42	0,57
245,69	-4,43
245,96	-2,43
246,23	-3,43
246,50	-2,43
246,76	0,57
247,03	-0,43
247,30	-10,43
247,57	-4,43
247,84	10,57
248,11	6,57
248,37	5,57
248,64	-1,43
248,91	17,57
249,18	0,57
249,45	3,57
249,72	-0,43
249,99	11,57
250,25	-3,43
250,52	0,57
250,79	-0,43
251,06	2,57
251,33	-8,43
251,60	6,57
251,86	9,57
252,13	1,57
252,40	-14,43
252,67	1,57
252,94	-7,43
253,21	13,57
253,47	7,57
253,74	5,57
254,01	-10,43
254,28	-2,43
254,55	1,57
254,81	0,57
255,08	3,57
255,35	7,57
255,62	-6,43
255,89	-1,43
256,16	1,57
256,42	5,57
256,69	-4,43
256,96	2,57
257,23	3,57
257,50	13,57
257,76	4,57
258,03	8,57
258,30	2,57
258,57	-10,43
258,84	9,57
259,11	-2,43
259,37	-6,43
259,64	1,57
259,91	12,57
260,18	3,57
260,45	-5,43
260,71	-9,43
260,98	0,57
261,25	0,57
261,52	11,57
261,79	7,57
262,05	12,57
262,32	6,57
262,59	-3,43
262,86	1,57
263,13	-9,43
263,39	2,57
263,66	3,57
263,93	3,57
264,20	4,57
264,47	1,57
264,73	-3,43
265,00	-4,43
265,27	5,57
265,54	1,57
265,81	-5,43
266,07	-6,43
266,34	1,57
266,61	4,57
266,88	3,57
267,15	-10,43
267,41	4,57
267,68	11,57
267,95	4,57
268,22	2,57
268,48	7,57
268,75	7,57
269,02	-2,43
269,29	7,57
269,56	4,57
269,82	5,57
270,09	-1,43
270,36	14,57
270,63	8,57
270,89	10,57
271,16	0,57
271,43	-9,43
271,70	-10,43
271,97	10,57
272,23	-0,43
272,50	3,57
272,77	-4,43
273,04	4,57
273,30	-9,43
273,57	-14,43
273,84	2,57
274,11	-1,43
274,37	-3,43
274,64	-8,43
274,91	-0,43
275,18	0,57
275,45	-0,43
275,71	4,57
275,98	-7,43
276,25	-6,43
276,52	-0,43
276,78	1,57
277,05	2,57
277,32	-7,43
277,59	-17,43
277,85	9,57
278,12	-2,43
278,39	-2,43
278,66	-8,43
278,92	10,57
279,19	-9,43
279,46	-1,43
279,73	-3,43
279,99	-1,43
280,26	-11,43
280,53	-2,43
280,80	-10,43
281,06	-1,43
281,33	2,57
281,60	-15,43
281,87	0,57
282,13	-2,43
282,40	1,57
282,67	7,57
282,94	-0,43
283,20	-10,43
283,47	-2,43
283,74	-7,43
284,01	-2,43
284,27	1,57
284,54	-0,43
284,81	15,57
285,07	0,57
285,34	-3,43
285,61	-17,43
285,88	-4,43
286,14	5,57
286,41	-6,43
286,68	0,57
286,95	-17,43
287,21	-10,43
287,48	-13,43
287,75	-11,43
288,02	-6,43
288,28	-5,43
288,55	-0,43
288,82	-3,43
289,08	0,57
289,35	-0,43
289,62	-13,43
289,89	-11,43
290,15	3,57
290,42	5,57
290,69	-2,43
290,95	1,57
291,22	-5,43
291,49	-11,43
291,76	-2,43
292,02	9,57
292,29	0,57
292,56	1,57
292,82	-0,43
293,09	-3,43
293,36	-11,43
293,63	4,57
293,89	3,57
294,16	-11,43
294,43	-0,43
294,69	-2,43
294,96	-10,43
295,23	-14,43
295,50	-7,43
295,76	-16,43
296,03	-8,43
296,30	-0,43
296,56	-10,43
296,83	-12,43
297,10	0,57
297,36	-15,43
297,63	-0,43
297,90	-4,43
298,16	3,57
298,43	-2,43
298,70	-7,43
298,97	-4,43
299,23	-1,43
299,50	5,57
299,77	-6,43
300,03	-13,43
300,30	5,57
300,57	-4,43
300,83	1,57
301,10	-10,43
301,37	3,57
301,63	12,57
301,90	-4,43
302,17	-10,43
302,44	11,57
302,70	-1,43
302,97	-5,43
303,24	5,57
303,50	5,57
303,77	-4,43
304,04	-1,43
304,30	0,57
304,57	2,57
304,84	7,57
305,10	5,57
305,37	2,57
305,64	7,57
305,90	-7,43
306,17	4,57
306,44	-1,43
306,70	-3,43
306,97	1,57
307,24	-0,43
307,50	-16,43
307,77	3,57
308,04	3,57
308,30	10,57
308,57	-6,43
308,84	-0,43
