SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Sun Jan 01 00:49:38 GMT-03:00 2006
User: Lavfis
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: HR4C5405
Integration Time (usec): 5000 (HR4C5405)
Spectra Averaged: 5 (HR4C5405)
Boxcar Smoothing: 3 (HR4C5405)
Correct for Electrical Dark: Yes (HR4C5405)
Strobe/Lamp Enabled: No (HR4C5405)
Correct for Detector Non-linearity: No (HR4C5405)
Correct for Stray Light: No (HR4C5405)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
194,53	0,000
194,80	314,714
195,07	314,714
195,34	1165,180
195,61	-2799,286
195,88	78,920
196,15	108,064
196,42	84,807
196,69	127,891
196,96	190,449
197,23	115,302
197,50	384,877
197,77	-206,129
198,04	-1248,190
198,31	-189,893
198,58	188,050
198,85	173,767
199,12	88,941
199,39	72,515
199,66	30,958
199,93	20,933
200,20	32,140
200,47	50,113
200,74	76,707
201,01	106,759
201,28	99,743
201,55	167,559
201,82	131,911
202,09	100,546
202,36	101,998
202,63	81,520
202,90	81,774
203,17	101,846
203,44	75,620
203,71	63,492
203,98	73,927
204,25	100,764
204,52	91,682
204,79	87,670
205,06	77,797
205,33	101,974
205,60	120,080
205,86	140,523
206,13	69,326
206,40	72,483
206,67	107,308
206,94	145,785
207,21	95,205
207,48	92,242
207,75	86,369
208,02	356,737
208,29	309,066
208,56	175,933
208,83	208,558
209,10	182,613
209,37	209,006
209,64	386,958
209,91	114,144
210,18	11,816
210,45	43,616
210,72	50,427
210,99	32,923
211,26	1,273
211,53	30,426
211,80	27,508
212,07	47,475
212,33	54,051
212,60	41,483
212,87	32,291
213,14	63,214
213,41	35,774
213,68	67,327
213,95	78,504
214,22	63,610
214,49	68,055
214,76	78,423
215,03	61,679
215,30	108,445
215,57	53,866
215,84	3,849
216,11	-20,410
216,38	-181,589
216,65	86,435
216,91	164,396
217,18	87,452
217,45	188,174
217,72	472,394
217,99	168,307
218,26	121,771
218,53	69,247
218,80	73,575
219,07	63,800
219,34	69,841
219,61	48,116
219,88	54,068
220,15	62,453
220,42	50,729
220,68	40,636
220,95	64,226
221,22	58,574
